Ticker,Log_Revenue_2025,Leverage,RD_Intensity,ETR,Treatment_Group,Log_Revenue_2022,Delta_Log_Revenue
DBD,22.041924892758168,0.7133665421336655,0.0239714800378212,0.5963229416466826,1,21.964736717692432,0.07718817506573572
DCO,20.51836133900864,0.4418343906088642,0.0,0.2026701625153103,0,20.384342398583335,0.13401894042530316
DGII,19.900967689177328,0.3105947459805819,0.1472722908015356,0.18976752279336306,0,19.777095626419527,0.12387206275780116
DMRC,17.354356496482957,0.2403602855092715,0.6374624792322544,0.0,0,17.223253139662432,0.13110335682052465
DOCN,20.579904052780584,1.0156118637104432,0.18320143112621956,0.05621459607055865,0,20.172177090240126,0.40772696254045826
DSS,16.848394097149058,0.8711370693479226,0.0163800163800163,0.0,0,17.368819721872743,-0.5204256247236856
EGHT,20.395152832879706,0.8211239546998801,0.164828676265763,0.0,0,20.27405258230794,0.12110025057176443
ENVX,17.21589859602112,0.6882607582695753,3.4672386160082964,0.0055387044413064,0,15.640382378642531,1.5755162173785884
FIVN,20.843041891072,0.561013256464831,0.1408785247319665,0.0614792399092163,0,20.473323894946592,0.36971799612540934
FORM,20.46799428687497,0.1543326238481756,0.1510749845913853,0.16505198990177983,0,20.43282930779273,0.035164979082239256
FSLY,20.207266748044926,0.3800651827270441,0.25667771410620155,0.0,0,19.885612980276736,0.3216537677681899
FTNT,22.61669085599351,0.8808859199938398,0.12132059423215436,0.1781643079820742,1,22.208817124663643,0.40787373132986815
GOOGL,26.68116908076155,0.4962547063387045,0.14707473534381993,0.17018274487650548,1,26.368133061311198,0.313036019450351
IBM,24.90935017553074,0.7844284961811957,0.12316148023157164,0.03203387122543535,1,24.82640494685001,0.08294522868073173
INTC,24.69282897293273,0.4023525627988591,0.2739735470749064,0.49165061014772,1,24.867257339057925,-0.17442836612519486
INTT,18.583382800891634,0.3151745058256726,0.07862949330782605,0.1917683495895786,0,18.576213325656106,0.007169475235528466
INTU,23.658770284949917,0.4666919205584717,0.1554882905846742,0.1996276375672321,1,23.266912981757013,0.39185730319290357
KLAC,23.22110203866438,0.7079615004450481,0.111904892350069,0.1254842340790552,1,22.943760117999183,0.27734192066519725
KLTR,19.01320063389495,0.9615536409284928,0.254304577172747,0.0,0,18.944290303879704,0.06891033001524605
LAW,18.85149107162298,0.2622221966263339,0.3638876821109161,0.0,0,18.72219175434059,0.12929931728239197
LIVE,19.91011708983223,0.7533540372670807,0.0,0.1997419006593198,0,19.474689591880423,0.4354274979518067
LOGI,22.24595703257509,0.3987798233377721,0.06732548783806315,0.10809627104531269,1,22.424571830134898,-0.17861479755980625
LRCX,23.63754892670287,0.5379948991017209,0.1137141196070145,0.1006879844326969,1,23.56974602129616,0.06780290540670819
LZ,20.420745254201375,0.6639792618890292,0.11134535023965164,0.4536541556176175,0,20.245196164462037,0.17554908973933792
MCHP,22.19021663057877,0.5396107866220909,0.23285038324651905,0.3333333333333333,1,22.643257264904577,-0.45304063432580577
META,25.96797882363434,0.4064739454840023,0.27822410930971286,0.20291732872378032,1,25.482092294848023,0.4858865287863168
MITK,19.02583055140944,0.4766863642403002,0.1901413415045506,0.2343707634726132,0,18.790891661843737,0.2349388895657043
MNDY,20.93190226698984,0.4081287382512105,0.2603894327664759,0.0,0,20.067470316255054,0.8644319507347866
MSFT,26.364193705217783,0.4451093128789359,0.1153185387116468,0.1762964400980368,1,26.01289557509688,0.3512981301209024
MSI,23.16407006027733,0.8748259322296147,0.08372205503393743,0.22680400281379465,1,22.93285806309129,0.2312119971860369
MU,24.344348132994522,0.3458175318244402,0.1016105730643694,0.1164284234514191,1,24.14941595996414,0.1949321730303808
NOW,23.261142804162482,0.5021122974114756,0.2247162812009726,0.19923091431086148,1,22.703577412719056,0.5575653914434255
NXPI,23.22431470661548,0.6065135542168675,0.19141741696399314,0.1896156223618047,1,23.303861382695505,-0.07954667608002453
ORCL,24.773292718517386,0.8754521534084497,0.1717799961671806,0.1212570621468926,1,24.471357150692192,0.3019355678251934
PANW,22.944803551087134,0.6681229375387043,0.2151602233909884,0.2894027699442251,1,22.428286619274242,0.516516931812891
PYPL,24.211528671007272,0.7473463634889551,0.09348572994445095,0.18444493122397226,1,24.038106172952038,0.1734224980552348
QCOM,24.50215709094133,0.5770895239614702,0.2058199249369981,0.31030640718468666,1,24.511990626030062,-0.009833535088731082
QNST,20.816444419920156,0.4339131584502223,0.030601054886737266,0.10959228356707494,0,20.182151094322606,0.6342933255975503
RAMP,20.459633437811025,0.2465611801446912,0.21954507128226178,0.5590922760673591,0,20.08585038633009,0.3737830514809346
ROP,22.762175727528135,0.4250079532637302,0.0,0.21075402525780515,1,22.404428884832438,0.3577468426956969
RPD,20.56961877182379,0.9103775114916964,0.21984985213343805,0.2551098324367092,0,20.345050556769475,0.22456821505431535
SAP,24.316202315995053,0.3593985389841107,0.18117196633817984,0.28946496487201095,1,24.108299960766146,0.20790235522890654
SCOR,19.695531295217915,0.7266702476521244,0.08588461071484237,0.0,0,19.746224069015877,-0.05069277379796233
SCSC,21.833530366974326,0.49238017793398986,0.0,0.24372641955827476,1,21.984545294124352,-0.15101492715002607
SHOP,23.09886028520228,0.1129764961485285,0.13905734463962288,0.13941128006734366,1,22.446032434687513,0.6528278505147682
SMSI,16.669852063326275,0.2635457130271114,0.6173472326210908,0.0025847702615379,0,17.69734236122819,-1.0274902979019167
SNPS,22.67688590235174,0.4126006924162408,0.3514708588300437,0.0401904472049511,1,22.252732405827164,0.4241534965245748
SPSC,20.404613277362152,0.1675124950955628,0.0934135162558581,0.2430755044248064,0,19.92670069718798,0.4779125801741735
STM,23.193690462440905,0.2651209677419355,0.17328245966444822,0.39922839506172836,1,23.50382272883537,-0.310132266394465
TCX,19.782426232150844,1.214719428980942,0.0456392518575454,0.0,0,19.59291695273111,0.1895092794197346
TEAM,22.37486321708462,0.7772822440362994,0.5118228966135052,0.0,1,21.75391401049052,0.6209492065941014
TEL,23.551648344604764,0.492444479885172,0.04804581366786275,0.46694541741851026,1,23.51326462069579,0.03838372390897504
TENB,20.69692723520128,0.8132504647624519,0.21998998492110083,0.0,0,20.34228502704976,0.35464220815152103
TLS,18.92027351478523,0.3139764342504147,0.0428203027820757,0.0178182697734419,0,19.231991081101874,-0.31171756631664493
TSM,28.968402059033565,0.3197622163808244,0.0646951134301235,0.1697298764575616,1,28.448106262749363,0.5202957962842021
TWLO,22.311558220886692,0.1995052651293792,0.20673322897421958,0.4573668303681513,1,22.065169604079177,0.2463886168075149
TXN,23.56649471933906,0.5294780974410872,0.1196813181464917,0.11731610822109875,1,23.72039713141411,-0.1539024120750483
UBER,24.627633867033445,0.5455972298631112,0.06665322573388124,0.0,1,24.18515058355465,0.44248328347879706
UDMY,20.489740401481033,0.6592817201933631,0.13308210635984505,0.3622406141297829,0,20.259796015811673,0.22994438566935926
VNT,21.841174806896465,0.7136055667460172,0.05746469625655735,0.18420731855969186,1,21.881529725178698,-0.04035491828223314
VRNS,20.227632460769996,0.6658562233340701,0.3708684108155328,0.0,0,19.97594542949779,0.2516870312722048
WIT,27.516437745832498,0.3545012903025215,0.0,0.24108618033272994,1,27.396480362547656,0.11995738328484151
WK,20.554707836705255,1.003639599322697,0.25010234927956354,0.0,0,20.10313674912304,0.45157108758221653
XMTR,20.30443527149211,0.6067512647075541,0.06856035687291316,0.00010276880804406667,0,19.758102562509816,0.5463327089822947
