Ticker,Year,Treatment_Group,Currency,TotalRevenue,PretaxIncome,NetIncome,Firm_Size,Leverage,RD_Intensity,Intangible_Ratio,ETR
ALIT,2025,1,USD,2311000000.0,-1094000000.0,-1164000000.0,22.24234130930012,0.771015761821366,0.0,0.0,0.0
ALIT,2025,1,USD,2262000000.0,-3062000000.0,-3097000000.0,22.24234130930012,0.771015761821366,0.0,0.0,0.0
ALIT,2025,1,USD,2262000000.0,-3062000000.0,-3097000000.0,22.24234130930012,0.771015761821366,0.0,0.0,0.0
AMAT,2022,1,USD,25785000000.0,7599000000.0,6525000000.0,24.00890271130528,0.5437401781037192,0.10746558076401008,0.0,0.14133438610343466
AMAT,2023,1,USD,26517000000.0,7716000000.0,6856000000.0,24.14847267106892,0.46796186013212276,0.11698155899988687,0.0,0.11145671332296526
AMAT,2024,1,USD,27176000000.0,8152000000.0,7177000000.0,24.261583995014128,0.4477898224301782,0.11896526346776568,0.0,0.11960255152109912
AMAT,2025,1,USD,28368000000.0,9271000000.0,6998000000.0,24.31505602962839,0.437587812336428,0.1258460236886633,0.0,0.24517312048322726
AMD,2022,1,USD,23601000000.0,1184000000.0,1320000000.0,24.936577918232555,0.18984906777153004,0.21206728528452184,0.0,0.0
AMD,2023,1,USD,22680000000.0,492000000.0,854000000.0,24.941080933998656,0.17666642115342124,0.2589065255731922,0.0,0.0
AMD,2024,1,USD,25785000000.0,1989000000.0,1641000000.0,24.96064235154735,0.16840493456215871,0.2503781268179174,0.0,0.19155354449472098
AMD,2025,1,USD,29600000000.0,2377000000.0,2834000000.0,25.06610975774503,0.1810441203234277,0.23547297297297298,0.0,0.0
AMD,2025,1,USD,34639000000.0,4140000000.0,4335000000.0,25.06610975774503,0.1810441203234277,0.23358064609255463,0.0,0.0
AMD,2025,1,USD,34639000000.0,4140000000.0,4335000000.0,25.06610975774503,0.1810441203234277,0.23358064609255463,0.0,0.0
AMPL,2022,0,USD,238067000.0,-92581000.0,-93377000.0,19.840784569174673,0.2870926031105364,0.3385139477542036,0.0,0.0
AMPL,2023,0,USD,276284000.0,-89094000.0,-90363000.0,19.88782671626434,0.3203507623061953,0.32625124871509026,0.0,0.0
AMPL,2024,0,USD,299272000.0,-92528000.0,-94319000.0,19.915629938501766,0.33494352011948575,0.3260077788767409,0.0,0.0
AMPL,2025,0,USD,316571000.0,-93851000.0,-96343000.0,19.857392515985843,0.41679265196679693,0.3193406850280032,0.0,0.0
AMPL,2025,0,USD,343214000.0,-85335000.0,-88541000.0,19.857392515985843,0.41679265196679693,0.2843182387664839,0.0,0.0
AMPL,2025,0,USD,343214000.0,-85335000.0,-88541000.0,19.857392515985843,0.41679265196679693,0.2843182387664839,0.0,0.0
AMZN,2022,1,USD,513983000000.0,-5936000000.0,-2722000000.0,26.860290700710223,0.6843507861890096,0.0,0.0,0.09430334371820621
AMZN,2023,1,USD,574785000000.0,37557000000.0,30425000000.0,26.992085567263793,0.6175552330758126,0.0,0.0,0.09430334371820621
AMZN,2024,1,USD,637959000000.0,68614000000.0,59248000000.0,27.160847872299108,0.5423703860174686,0.0,0.0,0.09430334371820621
AMZN,2025,1,USD,670038000000.0,82922000000.0,70623000000.0,27.430179516974338,0.49750135078638996,0.0,0.0,0.14787390559803187
AMZN,2025,1,USD,716924000000.0,97311000000.0,77670000000.0,27.430179516974338,0.49750135078638996,0.0,0.0,0.09430334371820621
APH,2022,1,USD,12623000000.0,2467400000.0,1902300000.0,23.45282961912891,0.5371259672978299,0.0,0.0,0.22314987436167627
APH,2023,1,USD,12554700000.0,2454800000.0,1928000000.0,23.528224939216642,0.49011884015877627,0.0,0.0,0.20747107707348866
APH,2024,1,USD,15222700000.0,3011900000.0,2424000000.0,23.788533501463714,0.5402981315472803,0.0,0.0,0.18934891596666556
APH,2025,1,USD,18818000000.0,3996200000.0,3179600000.0,24.31334377362351,0.6271838926618999,0.0,0.0,0.1977878985035784
APH,2025,1,USD,23094700000.0,5600700000.0,4270300000.0,24.31334377362351,0.6271838926618999,0.0,0.0,0.23129251700680273
API,2022,0,USD,160670000.0,-119961000.0,-120380000.0,20.501015636475483,0.11297649614852855,0.7126532644550942,0.0,0.0
API,2023,0,USD,141538000.0,-86766000.0,-87219000.0,20.32962306876477,0.11297649614852855,0.5487289632466192,0.0,0.0
API,2024,0,USD,133256000.0,-38990000.0,-42727000.0,20.36609648509394,0.18150828838254338,0.6029296992255508,0.0,0.0
API,2025,0,USD,141057000.0,9883000.0,9528000.0,20.396286995115815,0.21945807718496352,0.39316730116194165,0.0,0.032682383891530914
API,2025,0,USD,141057000.0,9883000.0,9528000.0,20.396286995115815,0.21945807718496352,0.39316730116194165,0.0,0.032682383891530914
APPF,2022,0,USD,471883000.0,-66717000.0,-68119000.0,19.75887932476254,0.303425607987052,0.2354778620971724,0.0,0.0
APPF,2023,0,USD,620445000.0,7997000.0,2702000.0,19.828954283530123,0.27287845845694064,0.24396038327329578,0.0,0.6621232962360886
APPF,2024,0,USD,794202000.0,150322000.0,204068000.0,20.255943410063008,0.17136073071018929,0.2019322540109443,0.0,0.0
APPF,2025,0,USD,862674000.0,152495000.0,203103000.0,20.35070393233018,0.2124746177973691,0.20099133624057292,0.0,0.0
APPF,2025,0,USD,950822000.0,161112000.0,140923000.0,20.35070393233018,0.2124746177973691,0.20026776830994655,0.0,0.12531034311534833
APPN,2022,0,USD,467991000.0,-150228000.0,-150920000.0,20.202750081805764,0.7548021419892497,0.2974629853992919,0.0,0.0
APPN,2023,0,USD,545363000.0,-108232000.0,-111441000.0,20.25725900983528,0.9165884465891,0.2941527019618126,0.0,0.0
APPN,2024,0,USD,617022000.0,-91208000.0,-92262000.0,20.24690443985816,1.052557085786883,0.2648203791761072,0.0,0.0
APPN,2025,0,USD,657803000.0,-13239000.0,-17236000.0,20.35422185372186,1.0679683827623863,0.2365814689200262,0.0,0.0
APPN,2025,0,USD,726937000.0,6444000.0,1233000.0,20.35422185372186,1.0679683827623863,0.23686784411854123,0.0,0.8086592178770949
APPN,2025,0,USD,726937000.0,6444000.0,1233000.0,20.35422185372186,1.0679683827623863,0.23686784411854123,0.0,0.8086592178770949
ASML,2022,1,EUR,21173400000.0,6456100000.0,5624200000.0,24.31509459744025,0.7572809115051073,0.15365978066819688,0.0,0.1502300150245504
ASML,2023,1,EUR,27558500000.0,9083500000.0,7839000000.0,24.411082226207082,0.6633322905587187,0.14444182375673567,0.0,0.15806682446193648
ASML,2024,1,EUR,28262900000.0,9042400000.0,7571600000.0,24.606675353183807,0.6197375570080841,0.15227382894182834,0.0,0.18585773688401308
ASML,2025,1,EUR,32163300000.0,11304500000.0,9427300000.0,24.646557116240356,0.6121511036929514,0.1396405219613659,0.0,0.18857976911849264
ASML,2025,1,EUR,32667300000.0,11406100000.0,9609400000.0,24.646557116240356,0.6121511036929514,0.14383802763007655,0.0,0.17651958162737483
ASYS,2022,0,USD,106298000.0,18785000.0,17367000.0,18.709866685026654,0.2633486602662992,0.060114019078439856,0.0,0.07548575991482566
ASYS,2023,0,USD,113315000.0,-15182000.0,-12582000.0,18.735644756717036,0.3550988534604185,0.06451926046860522,0.0,0.17125543406665789
ASYS,2024,0,USD,101214000.0,-7511000.0,-8486000.0,18.597260850117205,0.3097315464366833,0.041427075305787736,0.0,0.0
ASYS,2025,0,USD,79364000.0,-27992000.0,-30326000.0,18.34674352645001,0.42518277647970887,0.03337785393881357,0.0,0.0
ASYS,2025,0,USD,73952000.0,-28060000.0,-30530000.0,18.34674352645001,0.42518277647970887,0.03533372998701861,0.0,0.0
ATEN,2022,0,USD,280338000.0,52716000.0,46908000.0,19.726591714372848,0.5095921214830468,0.2083128223787,0.0,0.11017527885272024
ATEN,2023,0,USD,251700000.0,43795000.0,39970000.0,19.781167433534662,0.4667234466110326,0.2194239173619388,0.0,0.0873387372987784
ATEN,2024,0,USD,261696000.0,58099000.0,50140000.0,19.885820942936636,0.4643693032820027,0.22058418928833456,0.0,0.13699030964388373
ATEN,2025,0,USD,276445000.0,58303000.0,51019000.0,20.26093350789165,0.6641129986202253,0.22095534373926098,0.0,0.12493353686774265
ATEN,2025,0,USD,290557000.0,52422000.0,42137000.0,20.26093350789165,0.6641129986202253,0.23783285207377555,0.0,0.1961962534813628
AUDC,2022,0,USD,275093000.0,34183000.0,28466000.0,19.595732332735153,0.4140153351593887,0.2175337067827971,0.0,0.16724687710265337
AUDC,2023,0,USD,244383000.0,14372000.0,8780000.0,19.637126437378683,0.4426591845744066,0.23393198381229463,0.0,0.3890898970219872
AUDC,2024,0,USD,242176000.0,15096000.0,15311000.0,19.6323270316546,0.42895674618414353,0.21523602669133193,0.0,0.0
AUDC,2025,0,USD,243249000.0,13227000.0,13776000.0,19.593224798774642,0.469695374899387,0.20929171342944883,0.0,0.0
AUDC,2025,0,USD,245604000.0,13578000.0,8955000.0,19.593224798774642,0.469695374899387,0.21412924870930442,0.0,0.3404772425983208
AVGO,2022,1,USD,33203000000.0,12434000000.0,11495000000.0,25.017130432873266,0.689975289765048,0.14814926362075717,0.0,0.07551873894161171
AVGO,2023,1,USD,35819000000.0,15097000000.0,14082000000.0,25.011819353384606,0.6707703709803599,0.14665401044138585,0.0,0.06723190037755845
AVGO,2024,1,USD,51574000000.0,9916000000.0,5895000000.0,25.833112781113616,0.5914274502701561,0.18051731492612558,0.0,0.37797498991528844
AVGO,2025,1,USD,63887000000.0,22729000000.0,23126000000.0,25.865467260468574,0.5248638159586655,0.1718189929093556,0.0,0.0
AWRE,2022,0,USD,16008000.0,-1677000.0,-1726000.0,17.751093827801434,0.21454524144397563,0.5768365817091454,0.0,0.0
AWRE,2023,0,USD,18244000.0,-7255000.0,-7314000.0,17.650566122235812,0.2591584586141351,0.5001096250822188,0.0,0.0
AWRE,2024,0,USD,17389000.0,-4378000.0,-4431000.0,17.568748829570048,0.2754901041178126,0.44608660647535797,0.0,0.0
AWRE,2025,0,USD,16147000.0,-5679000.0,-5727000.0,17.568748829570048,0.2972980239279473,0.46999442620920295,0.0,0.0
AWRE,2025,0,USD,17293000.0,-5616000.0,-5873000.0,17.568748829570048,0.2972980239279473,0.47996299080552823,0.0,0.0
AXTI,2022,0,USD,141118000.0,,15811000.0,19.729208139266067,0.21705505955597829,0.0985912498759903,0.0,0.09430334371820621
AXTI,2023,0,USD,75795000.0,,-17881000.0,19.69799973034362,0.24966476257384285,0.15939046111221056,0.0,0.09430334371820621
AXTI,2024,0,USD,99361000.0,,-11624000.0,19.642436490323803,0.2487548406490743,0.14636527410150865,0.0,0.09430334371820621
AXTI,2025,0,USD,86080000.0,-24842000.0,-23831000.0,19.887981194698188,0.22851820514534837,0.15350836431226766,0.0,0.0
AXTI,2025,0,USD,88326000.0,,-21260000.0,19.887981194698188,0.22851820514534837,0.10245001471820302,0.0,0.09430334371820621
BAND,2022,0,USD,573152000.0,17306000.0,19570000.0,20.649961541757826,0.7071217817797568,0.1709668639383619,0.0,0.0
BAND,2023,0,USD,601117000.0,-19303000.0,-16343000.0,20.819528290466888,0.7299027835298734,0.17332399516233946,0.0,0.15334403978656166
BAND,2024,0,USD,748487000.0,-8953000.0,-6524000.0,20.712372721811775,0.684043931958842,0.15848905859420404,0.0,0.27130570758405004
BAND,2025,0,USD,758106000.0,-11849000.0,-10017000.0,20.7745547813245,0.6200239971043874,0.16351803046012034,0.0,0.15461220356148198
BAND,2025,0,USD,753817000.0,-16591000.0,-12912000.0,20.7745547813245,0.6200239971043874,0.17579465573209413,0.0,0.22174673015490326
BIRD,2022,0,USD,297766000.0,-100127000.0,-101354000.0,19.95186301762033,0.314892595444282,0.0,0.0,0.0
BIRD,2023,0,USD,254065000.0,-152124000.0,-152458000.0,19.560770812066785,0.40733598759213957,0.0,0.0,0.0
BIRD,2024,0,USD,189757000.0,-91447000.0,-93318000.0,19.056617156360723,0.4616394623012616,0.0,0.0,0.0
BIRD,2025,0,USD,152466000.0,-76890000.0,-77283000.0,18.510695107461135,0.6717754686114843,0.0,0.0,0.0
BIRD,2025,0,USD,152466000.0,-76890000.0,-77283000.0,18.510695107461135,0.6717754686114843,0.0,0.0,0.0
BL,2022,0,USD,522938000.0,-47411000.0,-29391000.0,21.387836572593812,0.930150705680429,0.2082330983787753,0.0,0.2851658897724157
BL,2023,0,USD,589996000.0,60509000.0,52833000.0,21.465567401054145,0.8615056895940288,0.17492830459867525,0.0,0.02396337734882414
BL,2024,0,USD,653336000.0,124698000.0,161174000.0,21.32486554981371,0.7352644002638852,0.1545498793882474,0.0,0.0
BL,2025,0,USD,674325000.0,53275000.0,88002000.0,21.288306313189917,0.788892873563741,0.1541185630074519,0.0,0.0
BL,2025,0,USD,700427000.0,48228000.0,24518000.0,21.288306313189917,0.788892873563741,0.15590775341327504,0.0,0.43483038898565146
CDNS,2022,1,USD,3561718000.0,1045363000.0,848952000.0,22.359748909632504,0.46562681341176715,0.3513877291801316,0.0,0.18788784374423048
CDNS,2023,1,USD,4089986000.0,1281926000.0,1041144000.0,22.458365179933335,0.39954556767088967,0.3525185660782213,0.0,0.18782831458290103
CDNS,2024,1,USD,4641264000.0,1395819000.0,1055484000.0,22.917651053777693,0.47923701891652354,0.3337653277210691,0.0,0.24382459330328646
CDNS,2025,1,USD,5089287000.0,1406365000.0,1011951000.0,23.041049642131576,0.46083904223596467,0.3302140358757523,0.0,0.28044924326188436
CDNS,2025,1,USD,5296759000.0,1522043000.0,1108888000.0,23.041049642131576,0.46083904223596467,0.3339347703001024,0.0,0.27144765292439177
CEVA,2022,0,USD,120583000.0,4197000.0,-23183000.0,19.547044377151302,0.16071416992497778,0.5831419022581956,0.0,1.0
CEVA,2023,0,USD,97419000.0,-8205000.0,-11878000.0,19.532817825551387,0.13070029761415394,0.7461480819963252,0.0,0.0
CEVA,2024,0,USD,106939000.0,-2755000.0,-8786000.0,19.5486835359109,0.1372140295454251,0.6696901972152348,0.0,0.0
CEVA,2025,0,USD,109598000.0,-4690000.0,-10638000.0,19.777175473833736,0.13341197560372536,0.6827953064836949,0.0,0.0
CEVA,2025,0,USD,109598000.0,-4690000.0,-10638000.0,19.777175473833736,0.13341197560372536,0.6827953064836949,0.0,0.0
CHKP,2022,1,USD,2329900000.0,928300000.0,796900000.0,22.468073451278674,0.48831400223588595,0.1501781192325851,0.0,0.141549068189163
CHKP,2023,1,USD,2414700000.0,975600000.0,840300000.0,22.46294222630424,0.50469669036959,0.15277260115128175,0.0,0.1386838868388684
CHKP,2024,1,USD,2565000000.0,972100000.0,845700000.0,22.47324799437282,0.5152663133200104,0.1539571150097466,0.0,0.1300277749202757
CHKP,2025,1,USD,2641800000.0,977500000.0,858100000.0,22.778209747025848,0.630802930928469,0.15652206828677417,0.0,0.12214833759590793
CHKP,2025,1,USD,2725400000.0,945100000.0,1056900000.0,22.778209747025848,0.630802930928469,0.16757173258971161,0.0,0.0
CIEN,2022,1,USD,3632661000.0,182505000.0,152902000.0,22.34653406808874,0.46488009386085616,0.1719554893781721,0.0,0.16220377523903454
CIEN,2023,1,USD,4386549000.0,323653000.0,254827000.0,22.446299363344604,0.491499858519913,0.17110466564946614,0.0,0.2126536753869113
CIEN,2024,1,USD,4014955000.0,119850000.0,83956000.0,22.453386931100457,0.5008030897640046,0.19115955222412206,0.0,0.2994910304547351
CIEN,2025,1,USD,4769507000.0,156287000.0,123338000.0,22.49221153994634,0.5346158613950289,0.17786513365008166,0.0,0.21082367695329746
CLSK,2022,0,USD,131525000.0,-40089000.0,-57326000.0,19.93057452605008,0.11297649614852855,0.0,0.0,-0.0
CLSK,2023,0,USD,168408000.0,-131303000.0,-138148000.0,20.450903154469582,0.11297649614852855,0.0,0.0,0.0
CLSK,2024,0,USD,378968000.0,-142433000.0,-145777000.0,21.397567551984658,0.11297649614852855,0.0,0.0,0.0
CLSK,2025,0,USD,766314000.0,403575000.0,364464000.0,21.881288206252755,0.3167779180438939,0.0,0.0,0.09691135476677197
CLSK,2025,0,USD,785188000.0,-262559000.0,-261038000.0,21.881288206252755,0.3167779180438939,0.0,0.0,0.005792983672241287
CMBM,2022,0,USD,296899000.0,18017000.0,20200000.0,19.411937936516342,0.46050649071112065,0.16795273813653802,0.0,0.0
CMBM,2023,0,USD,220195000.0,-63646000.0,-77420000.0,19.15853356789616,0.7077181272233485,0.2428665501033175,0.0,0.0
CMBM,2024,0,USD,177286000.0,-76306000.0,-74452000.0,18.973001415687314,1.0186325750598637,0.22163058560743656,0.0,0.02429690981049983
CMBM,2025,0,USD,159645000.0,-36990000.0,-38538000.0,18.73652015161249,1.214719428980942,0.2058504807541733,0.0,0.0
CMBM,2025,0,USD,159645000.0,-36990000.0,-38538000.0,18.73652015161249,1.214719428980942,0.2058504807541733,0.0,0.0
COUR,2022,0,USD,523756000.0,-170637000.0,-175357000.0,20.669439864351112,0.26701435314801547,0.31528803488647383,0.0,0.0
COUR,2023,0,USD,635800000.0,-111200000.0,-116600000.0,20.640463408076286,0.3306117216873268,0.25180874488832966,0.0,0.0
COUR,2024,0,USD,694700000.0,-78500000.0,-79500000.0,20.65101767273879,0.35784155648715466,0.19015402331941844,0.0,0.0
COUR,2025,0,USD,721674000.0,-49401000.0,-50930000.0,20.72326583694641,0.3643,0.16981074557210044,0.0,0.0
COUR,2025,0,USD,757500000.0,-45900000.0,-51000000.0,20.72326583694641,0.3643,0.16052805280528054,0.0,0.0
CSCO,2022,1,USD,51557000000.0,14477000000.0,11812000000.0,25.266581895585816,0.5768919810216804,0.1313885602343038,0.0,0.18408510050424812
CSCO,2023,1,USD,56998000000.0,15318000000.0,12613000000.0,25.346786616147096,0.5645348152220869,0.13247833257307273,0.0,0.17658963311137224
CSCO,2024,1,USD,53803000000.0,12234000000.0,10320000000.0,25.546872513399293,0.6346282140933825,0.14837462595022582,0.0,0.15644923982344286
CSCO,2025,1,USD,56654000000.0,11100000000.0,10180000000.0,25.529669287397763,0.6169546409793034,0.16415434038196774,0.0,0.08288288288288288
DBD,2022,1,USD,3460700000.0,-438600000.0,-581400000.0,21.843313406334588,1.214719428980942,0.03487733695495131,0.0,0.0
DBD,2024,1,USD,3751100000.0,47300000.0,-16500000.0,21.988380776214584,0.7352335261746861,0.024952680547039537,0.0,1.0
DBD,2025,1,USD,3672300000.0,26000000.0,-12900000.0,22.07248118982488,0.7133665421336655,0.025161343027530432,0.0,1.0
DBD,2025,1,USD,3805700000.0,125100000.0,94600000.0,22.07248118982488,0.7133665421336655,0.022781617048112043,0.0,0.1926458832933653
DCO,2022,0,USD,712537000.0,33322000.0,28789000.0,20.744543845919825,0.4851131564572308,0.0,0.0,0.13603625232579078
DCO,2023,0,USD,756992000.0,16379000.0,15928000.0,20.837414721512307,0.43252456243493065,0.0,0.0,0.027535258562793822
DCO,2024,0,USD,786551000.0,36907000.0,31495000.0,20.84202706068746,0.3938998366931563,0.0,0.0,0.14663884899883492
DCO,2025,0,USD,795078000.0,47442000.0,39986000.0,20.89404183285074,0.44183439060886426,0.0,0.0,0.1571603220774841
DCO,2025,0,USD,824730000.0,-43815000.0,-33938000.0,20.89404183285074,0.44183439060886426,0.0,0.0,0.22542508273422343
DCO,2025,0,USD,824730000.0,-43815000.0,-33938000.0,20.89404183285074,0.44183439060886426,0.0,0.0,0.22542508273422343
DGII,2022,0,USD,388225000.0,18628000.0,19383000.0,20.5653187933741,0.41267603159639066,0.14192285401506857,0.0,0.0
DGII,2023,0,USD,444849000.0,24918000.0,24770000.0,20.543578008842225,0.3531203510103156,0.13183799446553773,0.0,0.005939481499317762
DGII,2024,0,USD,424046000.0,22858000.0,22505000.0,20.518790691511015,0.2871392203171487,0.1421756130231154,0.0,0.015443170881091959
DGII,2025,0,USD,430221000.0,49917000.0,40804000.0,20.642756186938936,0.31059474598058195,0.1479681373061752,0.0,0.18256305467075346
DGII,2025,0,USD,448817000.0,52840000.0,42432000.0,20.642756186938936,0.31059474598058195,0.14657644429689606,0.0,0.19697199091597276
DMRC,2022,0,USD,30197000.0,-59701000.0,-59798000.0,18.549750950266642,0.14226952723309633,0.8772394608735967,0.0,0.0
DMRC,2023,0,USD,34851000.0,-45755000.0,-45959000.0,18.204413496577587,0.23121710199622603,0.7625893087716278,0.0,0.0
DMRC,2024,0,USD,38418000.0,-38966000.0,-39010000.0,18.143160201171824,0.19015125518042394,0.6822062574834713,0.0,0.0
DMRC,2025,0,USD,35479000.0,-39304000.0,-39352000.0,17.785009704529482,0.2403602855092715,0.7044730685757772,0.0,0.0
DMRC,2025,0,USD,33913000.0,-32278000.0,-32309000.0,17.785009704529482,0.2403602855092715,0.6039571845604931,0.0,0.0
DMRC,2025,0,USD,33913000.0,-32278000.0,-32309000.0,17.785009704529482,0.2403602855092715,0.6039571845604931,0.0,0.0
DOCN,2022,0,USD,576322000.0,-23885000.0,-27804000.0,21.31969890264625,0.9738002931212344,0.24966077991123017,0.0,0.0
DOCN,2023,0,USD,692884000.0,26776000.0,19409000.0,21.102364382190885,1.214719428980942,0.19760450522742623,0.0,0.27513444876008364
DOCN,2024,0,USD,780615000.0,97699000.0,84492000.0,21.21736128858813,1.123827420737455,0.18254709427822935,0.0,0.13518050338283913
DOCN,2025,0,USD,832812000.0,142463000.0,126446000.0,21.331783347454245,1.0156118637104432,0.18710825492428063,0.0,0.11242919214111734
DOCN,2025,0,USD,901427000.0,206662000.0,259262000.0,21.331783347454245,1.0156118637104432,0.17929460732815858,0.0,0.0
DSS,2022,0,USD,42984000.0,-51466000.0,-44917000.0,19.332622030688682,0.3705441616616114,0.0,0.0,0.0
DSS,2022,0,USD,28383000.0,-42737000.0,-59840000.0,19.332622030688682,0.3705441616616114,0.044251840890673994,0.0,0.0
DSS,2023,0,USD,25933000.0,-74039000.0,-60627000.0,18.84720259458614,0.45679931066896445,0.06497512821501562,0.0,0.0
DSS,2024,0,USD,19097000.0,-53698000.0,-46896000.0,18.483214131151836,0.6926718833663682,0.01455726030266534,0.0,0.0
DSS,2025,0,USD,20757000.0,-27488000.0,-23929000.0,18.02956222955112,0.8711370693479226,0.01638001638001638,0.0,-0.0
DSS,2025,0,USD,20757000.0,-27488000.0,-23929000.0,18.02956222955112,0.8711370693479226,0.01638001638001638,0.0,-0.0
EGHT,2022,0,USD,638130000.0,-175770000.0,-175383000.0,20.629249619611446,0.7996568043697021,0.1761192860388949,0.0,0.0022017409114183308
EGHT,2023,0,USD,743938000.0,-70336000.0,-73143000.0,20.551064893536434,0.8813200128294983,0.1915361226338754,0.0,0.0
EGHT,2024,0,USD,728705000.0,-63950000.0,-67592000.0,20.44352415598022,0.8651311742786506,0.18692886696262548,0.0,0.0
EGHT,2025,0,USD,715070000.0,-24063000.0,-27212000.0,20.342264534766567,0.8211239546998801,0.17230620778385333,0.0,0.0
EGHT,2025,0,USD,718284000.0,-17488000.0,-21237000.0,20.342264534766567,0.8211239546998801,0.16628241753958045,0.0,0.0
EGHT,2025,0,USD,727549000.0,-1380000.0,-3859000.0,20.342264534766567,0.8211239546998801,0.15589740347385536,0.0,0.0
ENVX,2022,0,USD,6202000.0,-51622000.0,-51622000.0,19.903616216975212,0.19101605588920212,3.4672386160082964,0.0,-0.0
